EntrezID,logFC,AveExpr,t,P.Value,adj.P.Val,B,Symbols,Name
100132813,-0.20938,-3.2071,-0.49158,0.62593,0.73003,-6.3162,LOC100132813,uncharacterized LOC100132813
23087,0.051894,4.7216,0.49152,0.62597,0.73003,-6.3162,TRIM35,tripartite motif containing 35
7399,-0.16096,-2.4813,-0.49135,0.62609,0.73012,-6.3163,USH2A,usherin
54851,-0.055996,3.8728,-0.49111,0.62626,0.73026,-6.3164,ANKRD49,ankyrin repeat domain 49
65059,-0.090173,5.4831,-0.4908,0.62648,0.73047,-6.3166,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
1601,0.076805,6.255,0.49054,0.62666,0.73061,-6.3167,DAB2,DAB adaptor protein 2
80817,0.062465,3.7031,0.4905,0.62669,0.73061,-6.3167,CEP44,centrosomal protein 44
406935,-0.21079,3.8954,-0.49032,0.62681,0.7307,-6.3168,MIR143,microRNA 143
374860,0.20666,-1.3423,0.48995,0.62707,0.73095,-6.317,ANKRD30B,ankyrin repeat domain 30B
64397,-0.0733,6.3961,-0.48934,0.62751,0.7314,-6.3173,ZNF106,zinc finger protein 106
101927084,-0.10955,-0.4355,-0.48867,0.62797,0.73187,-6.3176,LINC01359,long intergenic non-protein coding RNA 1359
2171,-0.066307,6.0965,-0.4886,0.62802,0.73187,-6.3176,FABP5,fatty acid binding protein 5
105274304,-0.13111,-1.3912,-0.48857,0.62804,0.73187,-6.3176,LOC105274304,uncharacterized LOC105274304
100996570,0.1667,-2.9768,0.48834,0.62821,0.73201,-6.3178,NFIA-AS2,NFIA antisense RNA 2
339201,-0.071189,2.7049,-0.48822,0.62829,0.73205,-6.3178,ASB16-AS1,ASB16 antisense RNA 1
83868,-0.26021,-3.0471,-0.48724,0.62898,0.7328,-6.3183,TTTY13,"""testis-specific transcript, Y-linked 13"""
8876,0.25905,2.186,0.48704,0.62912,0.73291,-6.3184,VNN1,vanin 1
79983,-0.19406,7.303,-0.48693,0.62919,0.73295,-6.3184,POF1B,POF1B actin binding protein
100130197,0.17308,-3.6691,0.4868,0.62928,0.73301,-6.3185,EFCAB14-AS1,EFCAB14 antisense RNA 1
100506599,0.12116,2.9361,0.48666,0.62938,0.73307,-6.3186,PPP1R26-AS1,PPP1R26 antisense RNA 1
155051,0.26879,-3.8761,0.48606,0.6298,0.7335,-6.3189,CRYGN,crystallin gamma N
400242,0.12099,1.6447,0.48587,0.62993,0.73361,-6.3189,DICER1-AS1,DICER1 antisense RNA 1
79933,0.1789,-1.528,0.48569,0.63007,0.73371,-6.319,SYNPO2L,synaptopodin 2 like
4659,-0.10462,6.2394,-0.48555,0.63016,0.73377,-6.3191,PPP1R12A,protein phosphatase 1 regulatory subunit 12A
115560,-0.08372,0.889,-0.48524,0.63038,0.73397,-6.3193,ZNF501,zinc finger protein 501
9425,0.051152,5.4515,0.48506,0.63051,0.73406,-6.3193,CDYL,chromodomain Y like
56413,0.10296,2.3935,0.48479,0.6307,0.73423,-6.3195,LTB4R2,leukotriene B4 receptor 2
643866,-0.13255,1.6611,-0.4845,0.6309,0.73438,-6.3196,CBLN3,cerebellin 3 precursor
100505601,-0.17421,-3.9168,-0.48443,0.63095,0.73438,-6.3196,PARD3-AS1,PARD3 antisense RNA 1
100129842,0.10357,2.6557,0.48442,0.63096,0.73438,-6.3197,ZNF737,zinc finger protein 737
23201,0.064036,5.7435,0.48407,0.6312,0.73461,-6.3198,FAM168A,family with sequence similarity 168 member A
54058,-0.098446,2.7668,-0.48338,0.63169,0.73512,-6.3202,C21orf58,chromosome 21 open reading frame 58
100507118,-0.24175,-2.7844,-0.48289,0.63203,0.73547,-6.3204,PRC1-AS1,PRC1 antisense RNA 1
3217,-0.11421,4.6192,-0.48248,0.63232,0.73575,-6.3206,HOXB7,homeobox B7
10500,-0.12617,2.7806,-0.48242,0.63236,0.73575,-6.3206,SEMA6C,semaphorin 6C
285220,-0.33687,-2.9926,-0.48212,0.63257,0.73594,-6.3208,EPHA6,EPH receptor A6
6688,-0.097992,4.4142,-0.48192,0.63271,0.73601,-6.3209,SPI1,Spi-1 proto-oncogene
91461,-0.092147,6.2202,-0.48192,0.63272,0.73601,-6.3209,PKDCC,"""protein kinase domain containing, cytoplasmic"""
64772,0.11344,7.1282,0.48181,0.63279,0.73604,-6.3209,ENGASE,endo-beta-N-acetylglucosaminidase
954,0.15724,4.3037,0.48127,0.63318,0.7364,-6.3212,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2
8111,-0.086492,3.1754,-0.48124,0.63319,0.7364,-6.3212,GPR68,G protein-coupled receptor 68
259283,0.15444,-1.7705,0.48066,0.6336,0.73682,-6.3215,MDS2,myelodysplastic syndrome 2 translocation associated
729799,0.087492,-0.97214,0.4805,0.63371,0.7369,-6.3215,SEC14L1P1,SEC14 like 1 pseudogene 1
10555,-0.10379,7.326,-0.48016,0.63395,0.7371,-6.3217,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
8521,0.17412,-2.155,0.48013,0.63397,0.7371,-6.3217,GCM1,glial cells missing transcription factor 1
389766,0.24271,-3.9541,0.48,0.63407,0.73716,-6.3218,C9orf153,chromosome 9 open reading frame 153
1122,0.079941,3.969,0.47952,0.63441,0.7375,-6.322,CHML,CHM like Rab escort protein
4158,-0.19036,-3.5429,-0.47911,0.63469,0.73775,-6.3222,MC2R,melanocortin 2 receptor
388662,0.23463,-0.89375,0.47902,0.63475,0.73775,-6.3222,SLC6A17,solute carrier family 6 member 17
727982,0.27383,-2.8538,0.47902,0.63476,0.73775,-6.3222,LINC01249,long intergenic non-protein coding RNA 1249
387763,-0.14119,4.0571,-0.47876,0.63494,0.73777,-6.3224,C11orf96,chromosome 11 open reading frame 96
55971,0.11364,6.6393,0.47874,0.63495,0.73777,-6.3224,BAIAP2L1,BAR/IMD domain containing adaptor protein 2 like 1
6347,0.12707,4.2266,0.47862,0.63504,0.73777,-6.3224,CCL2,C-C motif chemokine ligand 2
10941,0.21753,-4.0938,0.47861,0.63505,0.73777,-6.3224,UGT2A1,UDP glucuronosyltransferase family 2 member A1 complex locus
57216,0.15668,4.577,0.47857,0.63507,0.73777,-6.3225,VANGL2,VANGL planar cell polarity protein 2
107986453,-0.275,-2.1556,-0.47856,0.63508,0.73777,-6.3225,LOC107986453,uncharacterized LOC107986453
79722,-0.14911,-1.8947,-0.47854,0.63509,0.73777,-6.3225,ANKRD55,ankyrin repeat domain 55
2709,0.36488,-1.116,0.4783,0.63527,0.73792,-6.3226,GJB5,gap junction protein beta 5
463,0.093738,5.5297,0.47798,0.63549,0.73813,-6.3227,ZFHX3,zinc finger homeobox 3
121274,-0.064887,4.3846,-0.4778,0.63561,0.73822,-6.3228,ZNF641,zinc finger protein 641
57616,-0.1353,3.4157,-0.47762,0.63575,0.73832,-6.3229,TSHZ3,teashirt zinc finger homeobox 3
105372682,-0.17109,-3.9742,-0.47706,0.63614,0.73873,-6.3232,LINC01716,long intergenic non-protein coding RNA 1716
411,-0.070383,4.0378,-0.47661,0.63646,0.73901,-6.3234,ARSB,arylsulfatase B
146330,0.24038,2.2356,0.47658,0.63648,0.73901,-6.3234,FBXL16,F-box and leucine rich repeat protein 16
154215,-0.30934,-2.4165,-0.47615,0.63678,0.73927,-6.3236,NKAIN2,sodium/potassium transporting ATPase interacting 2
64324,0.057428,6.5378,0.47613,0.63679,0.73927,-6.3236,NSD1,nuclear receptor binding SET domain protein 1
402,0.06362,5.6983,0.4758,0.63703,0.73949,-6.3238,ARL2,ADP ribosylation factor like GTPase 2
389434,-0.23353,5.8182,-0.47567,0.63712,0.73955,-6.3238,IYD,iodotyrosine deiodinase
146880,0.076021,3.8889,0.47533,0.63736,0.73977,-6.324,ARHGAP27P1,Rho GTPase activating protein 27 pseudogene 1
286223,-0.18607,-2.0067,-0.47499,0.6376,0.74,-6.3242,C9orf47,chromosome 9 open reading frame 47
5271,0.089775,3.8666,0.47473,0.63779,0.74016,-6.3243,SERPINB8,serpin family B member 8
1296,0.12526,3.2498,0.47434,0.63806,0.74042,-6.3245,COL8A2,collagen type VIII alpha 2 chain
29998,0.07109,4.6909,0.47428,0.6381,0.74042,-6.3245,BICRA,BRD4 interacting chromatin remodeling complex associated protein
54465,0.062825,3.5384,0.47409,0.63823,0.74052,-6.3246,ETAA1,ETAA1 activator of ATR kinase
94026,0.20901,-3.8951,0.47393,0.63835,0.74061,-6.3247,POM121L2,POM121 transmembrane nucleoporin like 2
55801,0.2375,-2.711,0.47373,0.63849,0.74071,-6.3247,IL26,interleukin 26
106144532,0.16036,-2.0636,0.4736,0.63858,0.74077,-6.3248,ARF4-AS1,ARF4 antisense RNA 1
26092,-0.069809,5.7914,-0.47352,0.63864,0.74078,-6.3248,TOR1AIP1,torsin 1A interacting protein 1
9381,-0.17538,-1.2695,-0.47301,0.63899,0.74114,-6.3251,OTOF,otoferlin
11009,0.21182,0.63758,0.47256,0.63932,0.74147,-6.3253,IL24,interleukin 24
196264,-0.10111,4.2601,-0.4722,0.63957,0.7417,-6.3255,MPZL3,myelin protein zero like 3
1031,-0.086845,3.8899,-0.47208,0.63965,0.74174,-6.3255,CDKN2C,cyclin dependent kinase inhibitor 2C
100507401,-0.1583,-1.397,-0.47202,0.63969,0.74174,-6.3255,LRP4-AS1,LRP4 antisense RNA 1
9355,0.19592,-2.5173,0.47194,0.63975,0.74176,-6.3256,LHX2,LIM homeobox 2
7582,0.079749,5.1613,0.47187,0.63981,0.74177,-6.3256,ZNF33B,zinc finger protein 33B
1298,-0.1364,4.3929,-0.47151,0.64005,0.74196,-6.3258,COL9A2,collagen type IX alpha 2 chain
8546,0.056689,6.1327,0.4715,0.64006,0.74196,-6.3258,AP3B1,adaptor related protein complex 3 subunit beta 1
8195,0.076397,5.8506,0.47127,0.64023,0.7421,-6.3259,MKKS,McKusick-Kaufman syndrome
55540,0.12293,4.1656,0.47099,0.64043,0.74228,-6.326,IL17RB,interleukin 17 receptor B
100101266,-0.1394,-3.3011,-0.47086,0.64052,0.7423,-6.3261,HAVCR1P1,hepatitis A virus cellular receptor 1 pseudogene 1
57562,-0.09651,2.6826,-0.47083,0.64054,0.7423,-6.3261,CEP126,centrosomal protein 126
221400,-0.14207,0.77361,-0.47056,0.64073,0.74247,-6.3262,TDRD6,tudor domain containing 6
101927131,0.13479,-2.7433,0.47016,0.64101,0.74275,-6.3264,LOC101927131,uncharacterized LOC101927131
163131,-0.082592,2.7556,-0.46974,0.64131,0.74304,-6.3266,ZNF780B,zinc finger protein 780B
30832,-0.093184,1.7318,-0.4695,0.64148,0.74318,-6.3267,ZNF354C,zinc finger protein 354C
160140,0.09936,-1.1033,0.46921,0.64169,0.74337,-6.3269,C11orf65,chromosome 11 open reading frame 65
285601,-0.15904,-1.3987,-0.46906,0.64179,0.74344,-6.3269,GPR150,G protein-coupled receptor 150
56165,0.28199,-2.0314,0.46883,0.64195,0.74357,-6.327,TDRD1,tudor domain containing 1
100505616,-0.067957,1.1216,-0.46866,0.64207,0.74362,-6.3271,SNHG21,small nucleolar RNA host gene 21
648791,0.16494,2.2738,0.46859,0.64213,0.74362,-6.3272,PPP1R3G,protein phosphatase 1 regulatory subunit 3G
54103,0.076467,3.6191,0.46858,0.64213,0.74362,-6.3272,GSAP,gamma-secretase activating protein
284352,0.054229,5.9635,0.46797,0.64256,0.74407,-6.3274,PPP1R37,protein phosphatase 1 regulatory subunit 37
406996,0.15857,1.5649,0.46788,0.64263,0.74409,-6.3275,MIR214,microRNA 214
3215,-0.13501,4.0914,-0.46768,0.64277,0.7442,-6.3276,HOXB5,homeobox B5
64332,0.1195,5.8193,0.46755,0.64286,0.74426,-6.3276,NFKBIZ,NFKB inhibitor zeta
4810,0.16924,2.9025,0.46702,0.64324,0.74464,-6.3279,NHS,NHS actin remodeling regulator
158584,0.11785,3.115,0.46665,0.6435,0.74488,-6.3281,FAAH2,fatty acid amide hydrolase 2
10913,-0.30396,2.1494,-0.46622,0.6438,0.74519,-6.3283,EDAR,ectodysplasin A receptor
283571,0.20815,-1.439,0.46603,0.64394,0.74529,-6.3283,PROX2,prospero homeobox 2
6085,0.20095,-4.2763,0.46537,0.64441,0.74578,-6.3287,RNY3,"""RNA, Ro60-associated Y3"""
100874246,-0.19464,-1.2786,-0.46516,0.64455,0.74589,-6.3287,ARHGAP31-AS1,ARHGAP31 antisense RNA 1
10398,0.23489,7.3948,0.46497,0.64469,0.74596,-6.3288,MYL9,myosin light chain 9
65009,-0.11281,2.8999,-0.46491,0.64474,0.74596,-6.3289,NDRG4,NDRG family member 4
2869,0.078834,4.9197,0.46484,0.64479,0.74596,-6.3289,GRK5,G protein-coupled receptor kinase 5
83992,0.14513,2.7638,0.46482,0.6448,0.74596,-6.3289,CTTNBP2,cortactin binding protein 2
10522,0.062095,3.8079,0.46476,0.64484,0.74596,-6.3289,DEAF1,DEAF1 transcription factor
84986,-0.06568,4.1146,-0.46464,0.64492,0.74599,-6.329,ARHGAP19,Rho GTPase activating protein 19
348801,0.092558,0.87093,0.46449,0.64503,0.74599,-6.3291,LNP1,leukemia NUP98 fusion partner 1
116535,-0.21646,3.8358,-0.46448,0.64504,0.74599,-6.3291,MRGPRF,MAS related GPR family member F
105374177,0.19006,-4.5551,0.46447,0.64505,0.74599,-6.3291,LINC02029,long intergenic non-protein coding RNA 2029
283856,-0.15596,-0.68619,-0.46431,0.64516,0.74607,-6.3291,LOC283856,uncharacterized LOC283856
312,-0.17717,4.8772,-0.46362,0.64565,0.74658,-6.3295,ANXA13,annexin A13
100289361,0.15194,-0.97799,0.46317,0.64597,0.7469,-6.3297,LOC100289361,uncharacterized LOC100289361
27076,0.13905,0.75465,0.46293,0.64614,0.747,-6.3298,LYPD3,LY6/PLAUR domain containing 3
23428,0.10772,5.7658,0.46292,0.64615,0.747,-6.3298,SLC7A8,solute carrier family 7 member 8
23195,0.077927,6.2234,0.46279,0.64623,0.74705,-6.3298,MDN1,midasin AAA ATPase 1
100151683,0.23934,-3.6116,0.46254,0.64642,0.7472,-6.33,RNU4ATAC,"""RNA, U4atac small nuclear (U12-dependent splicing)"""
100190938,-0.10253,0.77989,-0.46181,0.64693,0.74773,-6.3303,RAMP2-AS1,RAMP2 antisense RNA 1
125228,0.067137,3.8751,0.46176,0.64697,0.74773,-6.3303,FAM210A,family with sequence similarity 210 member A
10840,0.25947,4.1661,0.46126,0.64733,0.7481,-6.3306,ALDH1L1,aldehyde dehydrogenase 1 family member L1
84109,-0.20763,-3.4455,-0.46117,0.64739,0.74811,-6.3306,QRFPR,pyroglutamylated RFamide peptide receptor
765,-0.10698,-1.9464,-0.46098,0.64753,0.74822,-6.3307,CA6,carbonic anhydrase 6
161502,0.18389,-3.5937,0.46028,0.64802,0.74874,-6.331,CFAP161,cilia and flagella associated protein 161
10089,0.10963,-1.0128,0.46006,0.64818,0.74887,-6.3311,KCNK7,potassium two pore domain channel subfamily K member 7
79633,0.11546,4.0946,0.45973,0.64841,0.74908,-6.3312,FAT4,FAT atypical cadherin 4
23469,-0.059958,6.7942,-0.45963,0.64849,0.74912,-6.3313,PHF3,PHD finger protein 3
100132234,-0.17119,2.8716,-0.45951,0.64857,0.74916,-6.3314,LINC00543,long intergenic non-protein coding RNA 543
23105,0.21829,-0.71249,0.45928,0.64873,0.7493,-6.3315,FSTL4,follistatin like 4
55343,-0.074219,6.5909,-0.45858,0.64923,0.74982,-6.3318,SLC35C1,solute carrier family 35 member C1
9931,0.080103,5.7728,0.45809,0.64958,0.75017,-6.332,HELZ,helicase with zinc finger
100874151,-0.17607,-2.7108,-0.45787,0.64974,0.7503,-6.3321,LINC00381,long intergenic non-protein coding RNA 381
51101,-0.092185,2.9846,-0.4576,0.64993,0.75047,-6.3322,ZC2HC1A,zinc finger C2HC-type containing 1A
91653,-0.16844,3.8036,-0.45747,0.65002,0.75052,-6.3323,BOC,"""BOC cell adhesion associated, oncogene regulated"""
1644,-0.19118,6.0208,-0.4574,0.65007,0.75053,-6.3323,DDC,dopa decarboxylase
101927124,-0.10598,-1.6652,-0.45701,0.65035,0.75079,-6.3325,LOC101927124,uncharacterized LOC101927124
55079,-0.22373,-1.6217,-0.45667,0.65059,0.75102,-6.3326,FEZF2,FEZ family zinc finger 2
7348,-0.21358,-3.6634,-0.45656,0.65067,0.75106,-6.3327,UPK1B,uroplakin 1B
9071,0.28688,-3.1725,0.4564,0.65079,0.75114,-6.3328,CLDN10,claudin 10
106478970,0.16164,-4.197,0.45631,0.65085,0.75115,-6.3328,HTR3E-AS1,HTR3E antisense RNA 1
100506516,-0.14027,0.38577,-0.45618,0.65094,0.7512,-6.3329,LINC01176,long intergenic non-protein coding RNA 1176
326340,0.18764,-3.2604,0.45606,0.65103,0.75126,-6.3329,ZAR1,zygote arrest 1
101929473,-0.17022,-3.9961,-0.45547,0.65145,0.75163,-6.3332,LOC101929473,uncharacterized LOC101929473
23057,-0.18946,1.4052,-0.45545,0.65146,0.75163,-6.3332,NMNAT2,nicotinamide nucleotide adenylyltransferase 2
197342,-0.065088,4.9865,-0.4554,0.65149,0.75163,-6.3332,EME2,essential meiotic structure-specific endonuclease subunit 2
79734,-0.079623,4.5118,-0.45492,0.65184,0.7519,-6.3334,KCTD17,potassium channel tetramerization domain containing 17
83851,0.17838,-1.9904,0.4547,0.65199,0.7519,-6.3335,SYT16,synaptotagmin 16
100131801,0.0611,5.1295,0.4547,0.65199,0.7519,-6.3335,PET100,PET100 cytochrome c oxidase chaperone
5256,-0.078822,5.3774,-0.45466,0.65202,0.7519,-6.3336,PHKA2,phosphorylase kinase regulatory subunit alpha 2
57611,0.1273,1.1404,0.45463,0.65204,0.7519,-6.3336,ISLR2,immunoglobulin superfamily containing leucine rich repeat 2
9630,-0.14204,3.2142,-0.45462,0.65205,0.7519,-6.3336,GNA14,G protein subunit alpha 14
284124,0.089505,-0.78192,0.45458,0.65208,0.7519,-6.3336,FLJ36000,uncharacterized FLJ36000
102723099,-0.08985,0.28932,-0.45456,0.6521,0.7519,-6.3336,GHET1,gastric carcinoma proliferation enhancing transcript 1
100505624,0.12272,-1.344,0.45442,0.65219,0.75196,-6.3337,GTF3C2-AS1,GTF3C2 antisense RNA 1
124790,-0.074275,2.5819,-0.45373,0.65269,0.75248,-6.334,HEXIM2,HEXIM P-TEFb complex subunit 2
5986,-0.052599,5.0057,-0.45325,0.65303,0.75282,-6.3342,RFNG,RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
339788,0.17609,-3.8167,0.45205,0.65389,0.75376,-6.3347,LINC00298,long intergenic non-protein coding RNA 298
6869,-0.22357,-0.492,-0.45151,0.65427,0.75414,-6.335,TACR1,tachykinin receptor 1
150094,-0.23064,1.6293,-0.45131,0.65442,0.75426,-6.3351,SIK1,salt inducible kinase 1
286002,-0.24113,-1.7111,-0.45086,0.65474,0.75458,-6.3353,SLC26A4-AS1,SLC26A4 antisense RNA 1
51162,0.11531,4.454,0.45009,0.65529,0.75516,-6.3356,EGFL7,EGF like domain multiple 7
129607,-0.12089,3.1861,-0.44935,0.65581,0.75571,-6.3359,CMPK2,cytidine/uridine monophosphate kinase 2
3083,0.18086,-2.5015,0.44862,0.65634,0.75621,-6.3363,HGFAC,HGF activator
109729180,0.16068,-0.33729,0.44861,0.65634,0.75621,-6.3363,SNHG26,small nucleolar RNA host gene 26
728741,-0.23446,-2.4139,-0.44831,0.65655,0.75628,-6.3364,NPIPB6,nuclear pore complex interacting protein family member B6
79885,-0.072337,5.5862,-0.44827,0.65658,0.75628,-6.3364,HDAC11,histone deacetylase 11
63901,0.054918,5.2975,0.44824,0.65661,0.75628,-6.3364,FAM111A,family with sequence similarity 111 member A
221303,0.14376,-0.26155,0.44822,0.65662,0.75628,-6.3365,FAM162B,family with sequence similarity 162 member B
201456,-0.076092,1.4847,-0.4482,0.65663,0.75628,-6.3365,FBXO15,F-box protein 15
65975,-0.13968,1.711,-0.44779,0.65693,0.75657,-6.3366,STK33,serine/threonine kinase 33
6494,-0.071108,5.6018,-0.44772,0.65698,0.75658,-6.3367,SIPA1,signal-induced proliferation-associated 1
375519,0.20128,-3.8236,0.44742,0.6572,0.75677,-6.3368,GJB7,gap junction protein beta 7
100506885,0.21129,-1.9129,0.44713,0.6574,0.75695,-6.3369,LOC100506885,uncharacterized LOC100506885
133418,-0.13195,4.5534,-0.4468,0.65764,0.75716,-6.3371,EMB,embigin
57644,0.1509,2.1116,0.44674,0.65768,0.75716,-6.3371,MYH7B,myosin heavy chain 7B
10994,-0.06033,6.7981,-0.44598,0.65822,0.75774,-6.3375,ILVBL,ilvB acetolactate synthase like
57711,0.082146,3.1748,0.44584,0.65832,0.7578,-6.3375,ZNF529,zinc finger protein 529
100381270,0.10394,3.2588,0.44575,0.65838,0.75782,-6.3376,ZBED6,zinc finger BED-type containing 6
401145,0.10864,2.289,0.44555,0.65853,0.75789,-6.3376,CCSER1,coiled-coil serine rich protein 1
1810,0.048347,6.2109,0.44554,0.65854,0.75789,-6.3376,DR1,down-regulator of transcription 1
4763,0.061949,6.1913,0.44521,0.65877,0.7581,-6.3378,NF1,neurofibromin 1
200010,0.13103,1.9327,0.44491,0.65899,0.7583,-6.3379,SLC5A9,solute carrier family 5 member 9
729522,0.16164,-3.4293,0.44473,0.65912,0.7584,-6.338,AACSP1,acetoacetyl-CoA synthetase pseudogene 1
3280,0.086756,6.0168,0.44395,0.65967,0.75898,-6.3383,HES1,hes family bHLH transcription factor 1
25822,-0.1807,3.0119,-0.44356,0.65996,0.75924,-6.3385,DNAJB5,DnaJ heat shock protein family (Hsp40) member B5
90993,-0.127,7.1084,-0.44351,0.65999,0.75924,-6.3385,CREB3L1,cAMP responsive element binding protein 3 like 1
90826,-0.062478,3.3424,-0.44322,0.6602,0.75942,-6.3387,PRMT9,protein arginine methyltransferase 9
7053,-0.19096,0.41623,-0.44281,0.66049,0.75971,-6.3389,TGM3,transglutaminase 3
285126,0.18178,-4.4712,0.44264,0.66062,0.7598,-6.3389,DNAJC5G,DnaJ heat shock protein family (Hsp40) member C5 gamma
1590,0.2711,-3.5817,0.44235,0.66083,0.75998,-6.3391,CYP21A1P,"""cytochrome P450 family 21 subfamily A member 1, pseudogene"""
345930,0.17221,-2.2818,0.44225,0.66089,0.76001,-6.3391,ECT2L,epithelial cell transforming 2 like
9957,0.079628,3.5705,0.44185,0.66118,0.76029,-6.3393,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1
554203,0.068355,3.3672,0.44166,0.66132,0.76039,-6.3394,JPX,"""JPX transcript, XIST activator"""
7434,-0.17177,1.2324,-0.44152,0.66142,0.76042,-6.3394,VIPR2,vasoactive intestinal peptide receptor 2
440073,-0.17137,-0.22033,-0.44149,0.66144,0.76042,-6.3394,IQSEC3,IQ motif and Sec7 domain ArfGEF 3
9696,-0.070704,4.9912,-0.44142,0.66149,0.76043,-6.3395,CROCC,"""ciliary rootlet coiled-coil, rootletin"""
91750,0.052833,3.2191,0.44088,0.66188,0.76082,-6.3397,LIN52,lin-52 DREAM MuvB core complex component
1073,-0.17244,3.6267,-0.44026,0.66232,0.76128,-6.34,CFL2,cofilin 2
358,-0.14605,6.8336,-0.44014,0.66241,0.76131,-6.34,AQP1,aquaporin 1 (Colton blood group)
164633,0.15721,-2.412,0.44007,0.66246,0.76131,-6.3401,CABP7,calcium binding protein 7
220164,-0.13916,0.66593,-0.44003,0.66249,0.76131,-6.3401,DOK6,docking protein 6
400986,-0.093607,1.7303,-0.43989,0.66259,0.76137,-6.3401,ANKRD36C,ankyrin repeat domain 36C
84519,0.10821,1.4253,0.43962,0.66278,0.76154,-6.3403,ACRBP,acrosin binding protein
342666,-0.12398,-3.3228,-0.43905,0.66319,0.76196,-6.3405,LRRC37A11P,"""leucine rich repeat containing 37 member A11, pseudogene"""
101928917,-0.17293,-4.0815,-0.43877,0.66339,0.76213,-6.3406,HSFX3,"""heat shock transcription factor family, X-linked member 3"""
56670,0.14198,0.32307,0.43848,0.6636,0.76229,-6.3408,SUCNR1,succinate receptor 1
56000,-0.23374,-1.4441,-0.43845,0.66362,0.76229,-6.3408,NXF3,nuclear RNA export factor 3
222901,-0.16281,-3.6603,-0.43787,0.66404,0.76271,-6.341,RPL23P8,ribosomal protein L23 pseudogene 8
284361,0.055038,7.6681,0.43769,0.66417,0.76281,-6.3411,EMC10,ER membrane protein complex subunit 10
22996,-0.13797,5.9942,-0.43724,0.66449,0.76313,-6.3413,TTC39A,tetratricopeptide repeat domain 39A
84552,-0.089938,2.3633,-0.43705,0.66463,0.76313,-6.3414,PARD6G,par-6 family cell polarity regulator gamma
143244,0.085784,-0.39542,0.43704,0.66464,0.76313,-6.3414,EIF5AL1,eukaryotic translation initiation factor 5A like 1
55773,0.054094,5.3489,0.43704,0.66464,0.76313,-6.3414,TBC1D23,TBC1 domain family member 23
221442,0.11334,1.8468,0.43687,0.66476,0.76321,-6.3415,ADCY10P1,ADCY10 pseudogene 1
84775,-0.058738,2.8148,-0.43679,0.66482,0.76323,-6.3415,ZNF607,zinc finger protein 607
160777,-0.26369,-1.0424,-0.43642,0.66508,0.76348,-6.3417,CCDC60,coiled-coil domain containing 60
57333,0.09992,5.0836,0.4363,0.66517,0.76353,-6.3417,RCN3,reticulocalbin 3
57662,-0.17761,6.1032,-0.43557,0.66569,0.76407,-6.342,CAMSAP3,calmodulin regulated spectrin associated protein family member 3
54065,-0.14898,2.6596,-0.43551,0.66574,0.76407,-6.342,SMIM11A,small integral membrane protein 11A
64601,-0.074751,5.5072,-0.43508,0.66604,0.76437,-6.3422,VPS16,VPS16 core subunit of CORVET and HOPS complexes
132203,-0.15505,-2.1005,-0.43431,0.6666,0.76495,-6.3426,SNTN,"""sentan, cilia apical structure protein"""
57801,0.11469,2.8792,0.43378,0.66698,0.76534,-6.3428,HES4,hes family bHLH transcription factor 4
101928509,-0.22281,-3.3344,-0.43363,0.66709,0.76541,-6.3429,LINC02268,long intergenic non-protein coding RNA 2268
100533106,0.10041,-0.62321,0.43348,0.66719,0.76547,-6.3429,ZHX1-C8orf76,ZHX1-C8orf76 readthrough
101928988,-0.17127,-2.4565,-0.43292,0.6676,0.76588,-6.3432,LOC101928988,uncharacterized LOC101928988
23090,-0.096867,3.2078,-0.43236,0.668,0.76628,-6.3434,ZNF423,zinc finger protein 423
81786,-0.20406,1.6912,-0.43232,0.66803,0.76628,-6.3434,TRIM7,tripartite motif containing 7
339768,0.15819,0.40013,0.43182,0.66839,0.76662,-6.3436,ESPNL,espin like
102465491,0.14912,-3.3847,0.43176,0.66843,0.76662,-6.3437,MIR6819,microRNA 6819
80896,-0.082012,3.5884,-0.4316,0.66855,0.76669,-6.3437,NPL,N-acetylneuraminate pyruvate lyase
101927221,0.085078,2.2971,0.43155,0.66859,0.76669,-6.3438,UBR5-AS1,UBR5 antisense RNA 1
6674,-0.11624,5.2907,-0.43136,0.66872,0.7668,-6.3438,SPAG1,sperm associated antigen 1
1983,-0.056895,7.8178,-0.43121,0.66883,0.76687,-6.3439,EIF5,eukaryotic translation initiation factor 5
100652846,-0.14821,-1.1321,-0.43108,0.66892,0.76692,-6.344,CACNA1C-AS1,CACNA1C antisense RNA 1
285643,0.14084,-4.3224,0.43074,0.66917,0.76712,-6.3441,KIF4B,kinesin family member 4B
157773,-0.13239,-1.5256,-0.4307,0.6692,0.76712,-6.3441,C8orf48,chromosome 8 open reading frame 48
100130771,0.11369,-1.6177,0.4306,0.66927,0.76716,-6.3442,EFCAB10,EF-hand calcium binding domain 10
7133,0.082434,6.3606,0.43037,0.66943,0.76729,-6.3443,TNFRSF1B,TNF receptor superfamily member 1B
83886,-0.091456,-0.5349,-0.43029,0.66949,0.7673,-6.3443,PRSS27,serine protease 27
